UPC,Price,AvailableQty
"018200079863",9.49,3
"018200110306",19.49,157
"018200110474",9.49,140
"018200111686",16.49,173
"018200112188",13.99,131
"018200113086",13.99,124
"018200113499",16.49,11
"034100572433",16.49,90
"034100572563",13.99,181
"034100573126",16.49,7
"034100573409",13.99,2
"034100573416",19.49,57
"034100575052",5.29,32
"034100575090",9.49,72
"034100576325",9.49,109
"011034500039",28.99,72
"011034500053",14.99,137
"011034500077",7.99,143
"011034501005",14.99,123
"011034501012",7.99,61
"011034501029",12.99,132
"011034503801",7.99,190
"011034503818",7.99,176
"011034503825",13.99,127
"011034503832",3.99,90
"089744335852",14.99,126
"098709088504",19.99,180
"098709088535",14.99,64
"098709088580",19.99,75
"098709088603",24.99,99
"080480000127",76.99,68
"080480005221",42.99,60
"080480005245",29.99,29
"080480005252",19.99,53
"080480005269",15.39,186
"080480005276",7.99,193
"080480005283",5.49,49
"080480015206",29.99,141
"080480015305",19.99,4
"080480015329",29.99,84
"080480015404",15.39,149
"080480015459",15.39,172
"080480015602",7.99,132
"080480015701",5.49,195
"080480015800",3.99,61
"080480016210",2.99,162
"080480230005",39.98,168
"080480230012",33.99,99
"080480231002",49.99,150
"080480231019",32.99,174
"080480280000",17.99,37
"080480280017",13.99,94
"080480280024",10.99,109
"080480280031",7.99,81
"080480280048",5.49,121
"080480280055",2.99,46
"080480984403",55.31,143
"080480984410",109.99,3
"080480984427",169.99,165
"087116014633",17.99,148
"087116014657",13.99,181
"087116014664",7.99,53
"087116014671",10.99,174
"087116014701",2.99,78
"087116014749",5.49,15
