UPC,Price,AvailableQty
"018200079863",9.49,17
"018200110306",19.49,192
"018200110474",9.49,0
"018200111686",16.49,9
"018200112188",13.99,20
"018200113086",13.99,20
"018200113499",16.49,94
"034100572433",16.49,4
"034100572563",13.99,104
"034100573126",16.49,153
"034100573409",13.99,86
"034100573416",19.49,9
"034100575052",5.29,50
"034100575090",9.49,179
"034100576325",9.49,66
"011034500039",28.99,193
"011034500053",14.99,8
"011034500077",7.99,71
"011034501005",14.99,157
"011034501012",7.99,93
"011034501029",12.99,16
"011034503801",7.99,195
"011034503818",7.99,140
"011034503825",13.99,19
"011034503832",3.99,116
"089744335852",14.99,131
"098709088504",19.99,175
"098709088535",14.99,3
"098709088580",19.99,162
"098709088603",24.99,100
"080480000127",76.99,169
"080480005221",42.99,198
"080480005245",29.99,143
"080480005252",19.99,180
"080480005269",15.39,127
"080480005276",7.99,31
"080480005283",5.49,89
"080480015206",29.99,37
"080480015305",19.99,143
"080480015329",29.99,49
"080480015404",15.39,26
"080480015459",15.39,69
"080480015602",7.99,132
"080480015701",5.49,141
"080480015800",3.99,141
"080480016210",2.99,24
"080480230005",39.98,18
"080480230012",33.99,106
"080480231002",49.99,57
"080480231019",32.99,95
"080480280000",17.99,122
"080480280017",13.99,80
"080480280024",10.99,84
"080480280031",7.99,162
"080480280048",5.49,126
"080480280055",2.99,191
"080480984403",55.31,19
"080480984410",109.99,138
"080480984427",169.99,110
"087116014633",17.99,136
"087116014657",13.99,167
"087116014664",7.99,109
"087116014671",10.99,145
"087116014701",2.99,161
"087116014749",5.49,23
