UPC,Price,AvailableQty
"000570007102",28.42,11
"000570208103",28.42,5
"000570209100",28.42,70
"000570962050",28.42,89
"000570965815",28.42,80
"000570965846",28.42,30
"000578000013",28.42,25
"000578000044",28.42,42
"000578000051",28.42,27
"000578000068",28.42,26
"000578000075",28.42,89
"000579000029",28.42,83
"000579000050",28.42,71
"000579000067",28.42,50
"000579000074",28.42,50
"000579000081",28.42,24
"000579000098",28.42,41
"000579000203",28.42,75
"000579000302",28.42,10
"000579000401",28.42,6
"000579000500",28.42,56
"000579000555",28.42,25
"000579000609",28.42,18
"000579000708",28.42,58
"000579000807",28.42,7
"000579000814",28.42,71
"000579000906",28.42,58
"000579030019",28.42,45
"000579037551",28.42,66
"000579375905",28.42,76
"000579420001",28.42,38
"000579515004",28.42,64
"000579515011",28.42,34
"000579515028",28.42,49
"000579515035",28.42,44
"000579515042",28.42,90
"000662457143",28.42,68
"000662738129",28.42,40
"008054011102",28.42,21
"008054011119",28.42,44
"008054011126",28.42,14
"008054011140",28.42,62
"008054011157",28.42,36
"008054011164",28.42,9
"008054011171",28.42,48
"008054011188",28.42,16
"008054011201",28.42,32
"008054011225",28.42,65
"008054011256",28.42,56
"008054011263",28.42,28
"008054011294",28.42,62
"008054011331",28.42,41
"008054011386",28.42,92
"008054012000",28.42,35
"008054012017",28.42,24
"008054012024",28.42,48
"008054012048",28.42,84
"008054012062",28.42,30
"008054012079",28.42,53
"008102110016",28.42,21
"008102188039",28.42,66
"008102197635",28.42,7
"008102322341",28.42,94
"008102365591",28.42,49
"008122007624",28.42,77
"008176194103",28.42,58
"008176258355",28.42,85
"008176393100",28.42,2
"008176500003",28.42,63
"008176602103",28.42,66
"008176602202",28.42,62
"008176602301",28.42,59
"008176603001",28.42,61
"008176700014",28.42,66
"008176700403",28.42,50
"008176700502",28.42,4
"008176799520",28.42,86
"008217001001",28.42,9
"008217003005",28.42,10
"008217005207",28.42,89
"008217005306",28.42,73
"008217005405",28.42,6
"008217005702",28.42,9
"008217007102",28.42,99
"008217007201",28.42,70
"008217007300",28.42,18
"008261000210",28.42,60
"008261010011",28.42,40
"008261010103",28.42,66
"008261021604",28.42,90
"008261040315",28.42,70
"008261060108",28.42,99
"008261070107",28.42,36
"008261071104",28.42,37
"008261090310",28.42,24
"008261110193",28.42,63
"008261120314",28.42,94
"008261960071",28.42,32
"008261970056",28.42,42
"008261970070",28.42,8
"008261980079",28.42,75
"008381100920",28.42,69
"008381150963",28.42,0
"008381160962",28.42,83
