UPC,Price,AvailableQty
"000570007102",21.3,80
"000570208103",21.3,41
"000570209100",21.3,47
"000570962050",21.3,35
"000570965815",21.3,61
"000570965846",21.3,77
"000578000013",21.3,44
"000578000044",21.3,33
"000578000051",21.3,8
"000578000068",21.3,72
"000578000075",21.3,25
"000579000029",21.3,87
"000579000050",21.3,48
"000579000067",21.3,51
"000579000074",21.3,94
"000579000081",21.3,66
"000579000098",21.3,33
"000579000203",21.3,61
"000579000302",21.3,66
"000579000401",21.3,60
"000579000500",21.3,68
"000579000555",21.3,71
"000579000609",21.3,17
"000579000708",21.3,87
"000579000807",21.3,13
"000579000814",21.3,6
"000579000906",21.3,7
"000579030019",21.3,35
"000579037551",21.3,2
"000579375905",21.3,29
"000579420001",21.3,89
"000579515004",21.3,71
"000579515011",21.3,40
"000579515028",21.3,30
"000579515035",21.3,28
"000579515042",21.3,44
"000662457143",21.3,23
"000662738129",21.3,18
"008054011102",21.3,54
"008054011119",21.3,89
"008054011126",21.3,7
"008054011140",21.3,64
"008054011157",21.3,98
"008054011164",21.3,11
"008054011171",21.3,71
"008054011188",21.3,59
"008054011201",21.3,18
"008054011225",21.3,31
"008054011256",21.3,0
"008054011263",21.3,81
"008054011294",21.3,11
"008054011331",21.3,50
"008054011386",21.3,39
"008054012000",21.3,73
"008054012017",21.3,66
"008054012024",21.3,60
"008054012048",21.3,79
"008054012062",21.3,4
"008054012079",21.3,81
"008102110016",21.3,52
"008102188039",21.3,67
"008102197635",21.3,98
"008102322341",21.3,93
"008102365591",21.3,20
"008122007624",21.3,68
"008176194103",21.3,93
"008176258355",21.3,12
"008176393100",21.3,67
"008176500003",21.3,74
"008176602103",21.3,76
"008176602202",21.3,20
"008176602301",21.3,55
"008176603001",21.3,52
"008176700014",21.3,36
"008176700403",21.3,26
"008176700502",21.3,77
"008176799520",21.3,51
"008217001001",21.3,98
"008217003005",21.3,24
"008217005207",21.3,41
"008217005306",21.3,47
"008217005405",21.3,52
"008217005702",21.3,77
"008217007102",21.3,39
"008217007201",21.3,51
"008217007300",21.3,85
"008261000210",21.3,62
"008261010011",21.3,21
"008261010103",21.3,10
"008261021604",21.3,44
"008261040315",21.3,29
"008261060108",21.3,92
"008261070107",21.3,96
"008261071104",21.3,89
"008261090310",21.3,89
"008261110193",21.3,27
"008261120314",21.3,44
"008261960071",21.3,45
"008261970056",21.3,60
"008261970070",21.3,0
"008261980079",21.3,93
"008381100920",21.3,72
"008381150963",21.3,77
"008381160962",21.3,36
"008381220932",21.3,84
"008381251004",21.3,84
"008381301945",21.3,21
"008381400921",21.3,68
"008381550039",21.3,18
"008381600949",21.3,90
"008381904931",21.3,57
"008381955964",21.3,26
"008463000315",21.3,38
"008706233524",21.3,29
"008706235528",21.3,90
"008933990016",21.3,71
"008933990030",21.3,55
"008933990184",21.3,45
"008933990207",21.3,50
"009071100015",21.3,80
"009071100022",21.3,35
"009071100046",21.3,0
"009071100053",21.3,68
"009071100060",21.3,42
"009071100077",21.3,31
"009071100084",21.3,96
"009071100107",21.3,95
"009071100114",21.3,56
"009071100169",21.3,81
"009071100176",21.3,60
"009071100190",21.3,87
"009071100206",21.3,86
"009071100220",21.3,36
"009071100251",21.3,88
