UPC,Price,AvailableQty
"000570007102",38.43,25
"000570208103",38.43,31
"000570209100",38.43,83
"000570962050",38.43,57
"000570965815",38.43,73
"000570965846",38.43,20
"000578000013",38.43,44
"000578000044",38.43,16
"000578000051",38.43,9
"000578000068",38.43,53
"000578000075",38.43,37
"000579000029",38.43,67
"000579000050",38.43,26
"000579000067",38.43,2
"000579000074",38.43,81
"000579000081",38.43,92
"000579000098",38.43,50
"000579000203",38.43,40
"000579000302",38.43,57
"000579000401",38.43,37
"000579000500",38.43,62
"000579000555",38.43,37
"000579000609",38.43,4
"000579000708",38.43,77
"000579000807",38.43,31
"000579000814",38.43,25
"000579000906",38.43,44
"000579030019",38.43,14
"000579037551",38.43,32
"000579375905",38.43,74
"000579420001",38.43,57
"000579515004",38.43,17
"000579515011",38.43,24
"000579515028",38.43,57
"000579515035",38.43,55
"000579515042",38.43,62
"000662457143",38.43,89
"000662738129",38.43,36
"008054011102",38.43,17
"008054011119",38.43,81
"008054011126",38.43,3
"008054011140",38.43,40
"008054011157",38.43,45
"008054011164",38.43,88
"008054011171",38.43,11
"008054011188",38.43,84
"008054011201",38.43,30
"008054011225",38.43,17
"008054011256",38.43,80
"008054011263",38.43,26
"008054011294",38.43,66
"008054011331",38.43,24
"008054011386",38.43,58
"008054012000",38.43,43
"008054012017",38.43,67
"008054012024",38.43,94
"008054012048",38.43,31
"008054012062",38.43,26
"008054012079",38.43,55
"008102110016",38.43,66
"008102188039",38.43,21
"008102197635",38.43,42
"008102322341",38.43,44
"008102365591",38.43,27
"008122007624",38.43,93
"008176194103",38.43,76
"008176258355",38.43,21
"008176393100",38.43,38
"008176500003",38.43,82
"008176602103",38.43,72
"008176602202",38.43,68
"008176602301",38.43,83
"008176603001",38.43,18
"008176700014",38.43,88
"008176700403",38.43,2
"008176700502",38.43,36
"008176799520",38.43,99
"008217001001",38.43,62
"008217003005",38.43,78
"008217005207",38.43,0
"008217005306",38.43,95
"008217005405",38.43,19
"008217005702",38.43,63
"008217007102",38.43,20
"008217007201",38.43,42
"008217007300",38.43,70
"008261000210",38.43,89
"008261010011",38.43,70
"008261010103",38.43,33
"008261021604",38.43,97
"008261040315",38.43,59
"008261060108",38.43,85
"008261070107",38.43,99
"008261071104",38.43,16
"008261090310",38.43,46
"008261110193",38.43,9
"008261120314",38.43,36
"008261960071",38.43,38
"008261970056",38.43,5
"008261970070",38.43,26
"008261980079",38.43,15
"008381100920",38.43,55
"008381150963",38.43,77
"008381160962",38.43,27
"008381220932",38.43,21
"008381251004",38.43,96
"008381301945",38.43,92
"008381400921",38.43,89
"008381550039",38.43,3
"008381600949",38.43,25
"008381904931",38.43,45
"008381955964",38.43,83
"008463000315",38.43,97
"008706233524",38.43,9
"008706235528",38.43,26
"008933990016",38.43,73
"008933990030",38.43,92
"008933990184",38.43,99
"008933990207",38.43,81
"009071100015",38.43,96
"009071100022",38.43,7
"009071100046",38.43,52
"009071100053",38.43,18
"009071100060",38.43,34
"009071100077",38.43,42
"009071100084",38.43,87
"009071100107",38.43,75
"009071100114",38.43,85
"009071100169",38.43,82
"009071100176",38.43,71
"009071100190",38.43,97
"009071100206",38.43,96
"009071100220",38.43,28
"009071100251",38.43,38
"009071100268",38.43,7
"009071200012",38.43,48
"009071200036",38.43,34
"009071200067",38.43,72
"009071200074",38.43,42
"009071200081",38.43,97
"009273007006",38.43,67
"009273017012",38.43,66
"009273027011",38.43,82
"009273037003",38.43,55
"009273047002",38.43,57
"009273047125",38.43,95
"009273047132",38.43,3
"009273077009",38.43,34
"009273097892",38.43,46
"009273127995",38.43,2
"009273137116",38.43,22
"009273137123",38.43,20
"009273137130",38.43,77
"009273137987",38.43,15
"009273147993",38.43,52
"009273155998",38.43,24
"009273167007",38.43,56
"009273177129",38.43,79
"009273197066",38.43,67
"009273197134",38.43,49
"009273197141",38.43,28
"009273207123",38.43,34
"009273207130",38.43,97
"009273227121",38.43,75
"009273227138",38.43,8
"009385100008",38.43,71
"009385100015",38.43,68
"009385100978",38.43,25
"009385100985",38.43,40
"009385100992",38.43,81
"009385108004",38.43,17
"009385108981",38.43,62
"009385108998",38.43,64
"009385109001",38.43,59
"009385110007",38.43,82
"009385110991",38.43,69
"009385200968",38.43,27
"009385200975",38.43,97
"009385200982",38.43,63
"009385200999",38.43,72
"009385202559",38.43,97
"009385202771",38.43,71
"009385202801",38.43,85
"009385205017",38.43,89
"009385208001",38.43,10
"009385208995",38.43,42
"009385210950",38.43,13
"009385210981",38.43,41
"009385210998",38.43,57
"009385290013",38.43,26
"009385300965",38.43,40
"009385300972",38.43,91
"009385300989",38.43,53
"009385300996",38.43,1
"009385310957",38.43,26
"009385310964",38.43,65
"009385310988",38.43,54
"009385310995",38.43,64
"009385400009",38.43,54
"009385400016",38.43,37
"009385500013",38.43,24
"009385600003",38.43,45
"009385610019",38.43,93
"009385660007",38.43,18
"009385806016",38.43,80
"009385901018",38.43,65
"009385990012",38.43,5
"009450031091",38.43,13
"009450031190",38.43,14
"009450031299",38.43,6
"009460000018",38.43,97
"009460000025",38.43,84
"009460000032",38.43,12
"009460000056",38.43,43
"009460000063",38.43,91
"009460000070",38.43,80
"009460000087",38.43,32
"009460000094",38.43,97
"009460000100",38.43,42
"009460000124",38.43,82
"009460000131",38.43,86
"009460000148",38.43,26
"009460000155",38.43,46
"009460000179",38.43,56
"009460000247",38.43,82
"009460000261",38.43,78
"009460000285",38.43,5
"009460000315",38.43,88
"009460000322",38.43,0
"009460000339",38.43,62
"009460000377",38.43,38
"009460000391",38.43,70
"009460000551",38.43,36
"009460002012",38.43,35
"010006202452",38.43,86
"010086100471",38.43,20
"010086100921",38.43,10
"010086101171",38.43,36
"010086101300",38.43,33
"010086101379",38.43,24
"010086101386",38.43,90
"010086101393",38.43,17
"010086101416",38.43,15
"010086101539",38.43,84
"010086101782",38.43,4
"010086101812",38.43,5
"010086101850",38.43,40
"010086101867",38.43,90
"010086102000",38.43,78
"010086102505",38.43,4
"010086102529",38.43,54
"010086103403",38.43,62
"010086103410",38.43,64
"010086103434",38.43,56
"010086103441",38.43,97
"010086103458",38.43,69
"010086103717",38.43,34
"010086103823",38.43,12
"010086103830",38.43,96
"010086103847",38.43,3
"010086103854",38.43,34
"010086104035",38.43,92
"010086105360",38.43,81
"010242120015",38.43,43
"010242120022",38.43,56
"010242120190",38.43,71
"010242120251",38.43,96
"010242120268",38.43,51
"010465008909",38.43,4
"010465109002",38.43,29
"010465109019",38.43,23
"010465119605",38.43,46
"010465139306",38.43,82
"010465208507",38.43,75
"010465208903",38.43,52
"010465208910",38.43,56
"010465208927",38.43,50
"010465218902",38.43,24
"010465228802",38.43,3
"010465228901",38.43,26
"010465229502",38.43,75
"010465229908",38.43,23
"010465238900",38.43,14
"010465329011",38.43,57
"010465349101",38.43,41
"010465449412",38.43,49
"010465500403",38.43,2
"010465520500",38.43,9
"010465530509",38.43,98
"010465709400",38.43,5
"010465709509",38.43,24
"010465709608",38.43,16
"010465709622",38.43,70
"010465809209",38.43,19
"010465819208",38.43,68
"010465829009",38.43,37
"010465829023",38.43,62
"010465839107",38.43,5
"010465849601",38.43,49
"010465869302",38.43,72
"010465909008",38.43,54
"010642111484",38.43,56
"010642400144",38.43,10
"010642402124",38.43,24
"010986000017",38.43,9
"010986000024",38.43,61
"010986002219",38.43,39
"010986002226",38.43,15
"010986002509",38.43,27
"010986002516",38.43,5
"010986002608",38.43,71
"010986002615",38.43,63
"010986002653",38.43,60
"010986002707",38.43,94
"010986002806",38.43,49
"010986002813",38.43,19
"010986002905",38.43,41
"010986002912",38.43,4
"010986003032",38.43,49
"010986003056",38.43,79
"010986003063",38.43,79
"010986003087",38.43,60
"010986003094",38.43,19
"010986003629",38.43,1
"010986004084",38.43,80
"010986005029",38.43,79
"010986006026",38.43,82
"010986006125",38.43,45
"010986006224",38.43,0
"010986007634",38.43,40
"010986007641",38.43,49
"010986007900",38.43,18
"010986010016",38.43,35
"010986010023",38.43,74
"010986010030",38.43,98
"010986010047",38.43,48
"010986010054",38.43,0
"010986010061",38.43,43
"010986010078",38.43,79
"010986010085",38.43,36
"010986010092",38.43,12
"010986010108",38.43,42
"010986010122",38.43,94
"010986010139",38.43,34
"010986092067",38.43,50
"011011011022",38.43,77
"011011011244",38.43,40
"011034500008",38.43,53
"011034500039",38.43,35
"011034500046",38.43,11
"011034500053",38.43,76
"011034500077",38.43,95
"011034500091",38.43,84
"011034500121",38.43,34
"011034500138",38.43,51
"011034500282",38.43,22
"011034500350",38.43,73
"011034500374",38.43,55
"011034500381",38.43,44
"011034501005",38.43,23
"011034501012",38.43,57
"011034501029",38.43,33
"011034503801",38.43,83
"011034503818",38.43,52
"011034503825",38.43,1
"011034503832",38.43,11
"011034515408",38.43,33
"011034981043",38.43,11
"011152038582",38.43,42
"011152844879",38.43,45
"011373000580",38.43,12
"011373000597",38.43,59
"011373000603",38.43,75
"011373000627",38.43,87
"011373000634",38.43,37
"011373001006",38.43,43
"011373001792",38.43,71
"011373003482",38.43,9
"011373003703",38.43,61
"011373006452",38.43,86
"011408000134",38.43,0
"011408000158",38.43,43
"011408000165",38.43,3
"011408000189",38.43,29
"011408000219",38.43,24
"011408000226",38.43,40
"011408000240",38.43,57
"011408000271",38.43,88
"011408000325",38.43,79
"011408000356",38.43,38
"011408000387",38.43,37
"011422001117",38.43,17
"011422002114",38.43,73
"011443220313",38.43,45
"011443220320",38.43,85
"011443220405",38.43,38
"011443220412",38.43,72
"011443220429",38.43,60
"011443220443",38.43,95
"011443220450",38.43,2
"011443220481",38.43,1
"011443250570",38.43,70
"011443260104",38.43,56
"011443260111",38.43,65
"011443260128",38.43,81
"011443260135",38.43,60
"011443260142",38.43,4
"011443260159",38.43,40
"011443260166",38.43,98
"011443260173",38.43,3
"011443260227",38.43,27
"011443260234",38.43,9
"011443271032",38.43,62
"011443321010",38.43,73
"011452045549",38.43,27
"011452045556",38.43,17
"011452045563",38.43,5
"011452045570",38.43,91
"011452045792",38.43,7
"011452045808",38.43,19
"011452045815",38.43,41
"011452045822",38.43,74
"011472107500",38.43,77
"011472107555",38.43,20
"011472207507",38.43,19
"011472317503",38.43,15
"011472317510",38.43,65
"011472327502",38.43,8
"011472507515",38.43,59
"011472507522",38.43,74
"011472507560",38.43,65
"011472507577",38.43,60
"011472517507",38.43,10
"011472517576",38.43,96
"011472527506",38.43,83
"011472527520",38.43,94
"011472607505",38.43,92
"011472607512",38.43,1
"011472617504",38.43,34
"011472717501",38.43,76
"011472807509",38.43,59
"011607041754",38.43,31
"011607042751",38.43,31
"011607207501",38.43,90
"011607800214",38.43,2
"011607800757",38.43,43
"011607802751",38.43,4
