UPC,Price,AvailableQty
"000570007102",39.98,70
"000570208103",39.98,1
"000570209100",39.98,34
"000570962050",39.98,44
"000570965815",39.98,38
"000570965846",39.98,81
"000578000013",39.98,74
"000578000044",39.98,87
"000578000051",39.98,52
"000578000068",39.98,32
"000578000075",39.98,46
"000579000029",39.98,36
"000579000050",39.98,88
"000579000067",39.98,5
"000579000074",39.98,12
"000579000081",39.98,55
"000579000098",39.98,93
"000579000203",39.98,0
"000579000302",39.98,60
"000579000401",39.98,91
"000579000500",39.98,70
"000579000555",39.98,78
"000579000609",39.98,66
"000579000708",39.98,22
"000579000807",39.98,10
"000579000814",39.98,2
"000579000906",39.98,65
"000579030019",39.98,83
"000579037551",39.98,83
"000579375905",39.98,39
"000579420001",39.98,28
"000579515004",39.98,49
"000579515011",39.98,1
"000579515028",39.98,75
"000579515035",39.98,50
"000579515042",39.98,22
"000662457143",39.98,54
"000662738129",39.98,99
"008054011102",39.98,90
"008054011119",39.98,36
"008054011126",39.98,57
"008054011140",39.98,36
"008054011157",39.98,35
"008054011164",39.98,76
"008054011171",39.98,14
"008054011188",39.98,95
"008054011201",39.98,17
"008054011225",39.98,29
"008054011256",39.98,86
"008054011263",39.98,19
"008054011294",39.98,8
"008054011331",39.98,13
"008054011386",39.98,59
"008054012000",39.98,54
"008054012017",39.98,37
"008054012024",39.98,76
"008054012048",39.98,35
"008054012062",39.98,85
"008054012079",39.98,11
"008102110016",39.98,60
"008102188039",39.98,59
"008102197635",39.98,38
"008102322341",39.98,42
"008102365591",39.98,45
"008122007624",39.98,12
"008176194103",39.98,88
"008176258355",39.98,4
"008176393100",39.98,15
"008176500003",39.98,52
"008176602103",39.98,57
"008176602202",39.98,21
"008176602301",39.98,56
"008176603001",39.98,21
"008176700014",39.98,76
"008176700403",39.98,21
"008176700502",39.98,95
"008176799520",39.98,2
"008217001001",39.98,11
"008217003005",39.98,75
"008217005207",39.98,14
"008217005306",39.98,73
"008217005405",39.98,48
"008217005702",39.98,7
"008217007102",39.98,41
"008217007201",39.98,72
"008217007300",39.98,83
"008261000210",39.98,3
"008261010011",39.98,2
"008261010103",39.98,65
"008261021604",39.98,87
"008261040315",39.98,93
"008261060108",39.98,52
"008261070107",39.98,49
"008261071104",39.98,99
"008261090310",39.98,47
"008261110193",39.98,56
"008261120314",39.98,0
"008261960071",39.98,80
"008261970056",39.98,12
"008261970070",39.98,87
"008261980079",39.98,60
"008381100920",39.98,70
"008381150963",39.98,70
"008381160962",39.98,71
"008381220932",39.98,92
"008381251004",39.98,11
"008381301945",39.98,84
"008381400921",39.98,16
"008381550039",39.98,23
"008381600949",39.98,64
"008381904931",39.98,19
"008381955964",39.98,2
"008463000315",39.98,31
"008706233524",39.98,12
"008706235528",39.98,77
"008933990016",39.98,61
"008933990030",39.98,59
"008933990184",39.98,28
"008933990207",39.98,16
"009071100015",39.98,58
"009071100022",39.98,28
"009071100046",39.98,46
"009071100053",39.98,45
"009071100060",39.98,78
"009071100077",39.98,38
"009071100084",39.98,61
"009071100107",39.98,14
"009071100114",39.98,40
"009071100169",39.98,73
"009071100176",39.98,54
"009071100190",39.98,10
"009071100206",39.98,58
"009071100220",39.98,9
"009071100251",39.98,90
"009071100268",39.98,86
"009071200012",39.98,28
"009071200036",39.98,6
"009071200067",39.98,65
"009071200074",39.98,9
"009071200081",39.98,11
"009273007006",39.98,65
"009273017012",39.98,39
"009273027011",39.98,58
"009273037003",39.98,35
"009273047002",39.98,59
"009273047125",39.98,67
"009273047132",39.98,84
"009273077009",39.98,60
"009273097892",39.98,33
"009273127995",39.98,6
"009273137116",39.98,91
"009273137123",39.98,41
"009273137130",39.98,61
"009273137987",39.98,46
"009273147993",39.98,17
"009273155998",39.98,90
"009273167007",39.98,12
"009273177129",39.98,36
"009273197066",39.98,91
"009273197134",39.98,3
"009273197141",39.98,42
"009273207123",39.98,67
"009273207130",39.98,49
"009273227121",39.98,31
"009273227138",39.98,82
"009385100008",39.98,43
"009385100015",39.98,68
"009385100978",39.98,46
"009385100985",39.98,38
"009385100992",39.98,6
"009385108004",39.98,81
"009385108981",39.98,54
"009385108998",39.98,75
"009385109001",39.98,9
"009385110007",39.98,99
"009385110991",39.98,4
"009385200968",39.98,43
"009385200975",39.98,94
"009385200982",39.98,61
"009385200999",39.98,1
"009385202559",39.98,51
"009385202771",39.98,6
"009385202801",39.98,26
"009385205017",39.98,71
"009385208001",39.98,36
"009385208995",39.98,78
"009385210950",39.98,48
"009385210981",39.98,67
"009385210998",39.98,80
"009385290013",39.98,81
"009385300965",39.98,53
"009385300972",39.98,20
"009385300989",39.98,9
"009385300996",39.98,88
"009385310957",39.98,62
"009385310964",39.98,45
"009385310988",39.98,40
"009385310995",39.98,78
"009385400009",39.98,49
"009385400016",39.98,13
"009385500013",39.98,38
"009385600003",39.98,20
"009385610019",39.98,43
"009385660007",39.98,51
"009385806016",39.98,68
