UPC,Price,AvailableQty
"018200079863",9.49,54
"018200110306",19.49,87
"018200110474",9.49,60
"018200111686",16.49,155
"018200112188",13.99,121
"018200113086",13.99,125
"018200113499",16.49,8
"034100572433",16.49,93
"034100572563",13.99,58
"034100573126",16.49,21
"034100573409",13.99,105
"034100573416",19.49,35
"034100575052",5.29,116
"034100575090",9.49,148
"034100576325",9.49,131
"011034500039",28.99,1
"011034500053",14.99,76
"011034500077",7.99,49
"011034501005",14.99,24
"011034501012",7.99,8
"011034501029",12.99,34
"011034503801",7.99,68
"011034503818",7.99,13
"011034503825",13.99,19
"011034503832",3.99,181
"089744335852",14.99,14
"098709088504",19.99,105
"098709088535",14.99,194
"098709088580",19.99,78
"098709088603",24.99,141
"080480000127",76.99,51
"080480005221",42.99,147
"080480005245",29.99,151
"080480005252",19.99,0
"080480005269",15.39,6
"080480005276",7.99,51
"080480005283",5.49,162
"080480015206",29.99,24
"080480015305",19.99,86
"080480015329",29.99,19
"080480015404",15.39,75
"080480015459",15.39,6
"080480015602",7.99,137
"080480015701",5.49,91
"080480015800",3.99,16
"080480016210",2.99,172
"080480230005",39.98,65
"080480230012",33.99,64
"080480231002",49.99,155
"080480231019",32.99,149
"080480280000",17.99,125
"080480280017",13.99,181
"080480280024",10.99,76
"080480280031",7.99,179
"080480280048",5.49,94
"080480280055",2.99,13
"080480984403",55.31,13
"080480984410",109.99,103
"080480984427",169.99,92
"087116014633",17.99,58
"087116014657",13.99,129
"087116014664",7.99,92
"087116014671",10.99,17
"087116014701",2.99,43
"087116014749",5.49,114
