UPC,Price,AvailableQty
"018200079863",9.49,36
"018200110306",19.49,168
"018200110474",9.49,133
"018200111686",16.49,56
"018200112188",13.99,5
"018200113086",13.99,131
"018200113499",16.49,138
"034100572433",16.49,149
"034100572563",13.99,72
"034100573126",16.49,59
"034100573409",13.99,168
"034100573416",19.49,89
"034100575052",5.29,31
"034100575090",9.49,162
"034100576325",9.49,3
"011034500039",28.99,0
"011034500053",14.99,64
"011034500077",7.99,83
"011034501005",14.99,120
"011034501012",7.99,78
"011034501029",12.99,26
"011034503801",7.99,92
"011034503818",7.99,29
"011034503825",13.99,10
"011034503832",3.99,118
"089744335852",14.99,99
"098709088504",19.99,23
"098709088535",14.99,127
"098709088580",19.99,74
"098709088603",24.99,189
"080480000127",76.99,53
"080480005221",42.99,174
"080480005245",29.99,105
"080480005252",19.99,96
"080480005269",15.39,56
"080480005276",7.99,161
"080480005283",5.49,118
"080480015206",29.99,163
"080480015305",19.99,39
"080480015329",29.99,82
"080480015404",15.39,26
"080480015459",15.39,62
"080480015602",7.99,44
"080480015701",5.49,83
"080480015800",3.99,93
"080480016210",2.99,21
"080480230005",39.98,187
"080480230012",33.99,162
"080480231002",49.99,150
"080480231019",32.99,73
"080480280000",17.99,153
"080480280017",13.99,192
"080480280024",10.99,125
"080480280031",7.99,163
"080480280048",5.49,60
"080480280055",2.99,128
"080480984403",55.31,31
"080480984410",109.99,75
"080480984427",169.99,26
"087116014633",17.99,131
"087116014657",13.99,10
"087116014664",7.99,54
"087116014671",10.99,187
"087116014701",2.99,184
"087116014749",5.49,36
